,age_years,size,weight_kg,breed_group,intake_type,days_in_shelter,previously_returned,medical_needs,neutered,aggression_score,anxiety_separation,reactivity_to_dogs,energy_level,training_level,house_trained,first_time_owner,household_has_kids,household_has_pets,home_type,has_yard,hours_alone_per_day,adopter_activity_level,visits_before_adoption,met_resident_pets,adoption_counseling,expectation_score,energy_mismatch,size_home_mismatch
31665,4.7,xlarge,46.1,mixed,owner_surrender,31,0,none,1,5.8,7.0,1.2,3.1,4.3,0,1,0,0,house_rented,1,0.4,4.9,1,0,0,7.9,1.8,0
37726,1.8,medium,11.7,sporting,stray,50,0,minor,1,3.5,3.8,7.9,6.3,0.0,0,1,0,0,house_owned,1,6.5,2.9,2,0,0,9.7,3.4,0
39898,1.7,large,31.5,terrier,owner_surrender,15,0,none,1,2.9,5.8,7.4,7.4,6.5,1,1,1,1,house_owned,1,6.6,3.4,2,1,1,5.5,4.0,0
13601,5.2,large,27.7,mixed,transfer,17,0,none,1,3.5,7.7,7.1,8.2,3.2,0,0,0,0,apartment,0,7.0,7.3,2,0,0,4.9,0.9,1
3891,1.1,large,29.6,sporting,stray,16,1,minor,1,1.9,1.8,1.2,8.2,3.6,0,0,0,1,house_rented,1,8.0,3.4,1,1,1,4.5,4.8,0
20448,1.1,small,7.4,toy,transfer,9,0,none,1,3.3,3.3,3.6,7.8,7.5,1,0,1,0,house_owned,1,6.9,6.4,3,0,0,8.7,1.4,0
4961,1.7,small,3.1,toy,stray,30,0,none,1,0.2,2.2,0.4,9.0,5.1,0,1,0,1,house_rented,1,8.6,7.8,2,0,1,7.6,1.2,0
35493,4.8,small,8.3,hound,owner_surrender,7,1,none,1,0.0,8.2,5.4,6.5,5.8,1,0,0,0,house_rented,1,6.9,7.5,1,0,1,5.8,1.0,0
26796,2.8,xlarge,43.7,mixed,owner_surrender,89,0,none,1,3.0,4.2,3.5,7.6,8.2,1,1,0,0,apartment,0,5.7,5.0,1,0,1,8.2,2.6,1
18839,1.4,small,5.8,mixed,owner_surrender,47,1,none,1,3.2,5.4,9.3,5.8,4.7,1,1,0,0,house_rented,1,3.2,1.4,1,0,1,4.6,4.4,0
7371,2.1,small,10.0,toy,owner_surrender,40,1,none,1,2.5,2.9,3.3,8.4,4.3,0,0,0,0,house_rented,1,9.2,2.2,1,0,0,8.0,6.2,0
10523,4.1,medium,16.2,mixed,owner_surrender,51,0,none,1,5.0,4.9,8.0,6.0,3.9,1,0,0,0,apartment,0,7.0,7.2,1,0,0,5.5,1.2,0
286,3.8,xlarge,46.0,herding,owner_surrender,11,0,none,1,4.5,2.5,5.8,7.7,9.4,0,0,0,0,house_owned,1,8.6,7.8,3,0,0,6.6,0.1,0
36170,6.3,small,5.5,working,stray,15,0,none,1,0.0,6.4,3.3,5.2,4.2,0,0,0,1,apartment,0,8.3,5.1,2,1,0,3.9,0.1,0
32172,8.6,large,29.1,herding,stray,30,1,none,1,2.6,2.3,6.3,5.1,4.9,1,0,0,1,house_rented,1,3.1,5.9,1,0,0,6.5,0.8,0
22574,6.3,small,9.0,sporting,transfer,57,0,none,1,3.3,4.8,3.0,4.7,6.7,0,0,1,0,house_owned,1,2.3,3.6,1,0,0,5.6,1.1,0
6031,2.7,small,3.5,sporting,stray,34,0,minor,1,4.5,6.0,0.6,2.9,3.9,1,0,1,1,apartment,0,11.0,7.3,1,0,0,8.0,4.4,0
23090,1.8,small,9.2,herding,owner_surrender,30,0,none,0,3.7,5.8,4.5,4.1,0.2,0,0,0,0,apartment,0,6.4,7.6,2,0,0,4.7,3.5,0
26155,6.5,large,22.4,working,transfer,73,0,none,1,0.0,2.3,2.5,4.9,8.4,1,0,0,0,apartment,0,7.0,5.6,1,0,0,6.7,0.7,1
7861,6.5,large,28.6,working,transfer,32,0,none,1,2.0,6.5,2.5,9.2,4.2,1,1,1,1,apartment,0,4.9,4.9,1,1,1,7.4,4.3,1
27900,4.2,large,33.1,toy,transfer,2,0,none,1,4.6,6.6,3.2,6.2,1.4,0,0,1,0,apartment,0,1.7,0.9,3,0,1,5.9,5.3,1
23162,2.1,medium,18.3,terrier,transfer,47,0,chronic,1,1.1,6.6,3.5,5.0,4.7,1,0,0,0,house_owned,1,3.2,8.7,2,0,0,6.0,3.7,0
30298,3.8,small,5.9,hound,stray,9,0,none,1,4.5,4.4,5.9,3.1,5.0,0,0,1,0,apartment,0,7.8,7.8,1,0,0,5.8,4.7,0
28953,4.3,medium,20.4,herding,stray,64,0,none,1,0.1,3.5,3.2,2.9,4.9,1,0,0,0,house_owned,1,4.7,6.7,1,0,0,7.6,3.8,0
2074,2.8,large,21.3,mixed,owner_surrender,36,0,none,1,1.0,1.1,2.1,8.5,5.2,1,0,0,1,house_owned,1,11.3,4.5,2,0,1,6.4,4.0,0
19089,1.4,medium,19.5,hound,born_in_care,61,1,none,1,2.2,0.0,0.4,8.4,6.1,1,1,0,1,house_owned,1,3.8,8.4,1,1,1,8.8,0.0,0
25336,3.0,small,4.6,mixed,transfer,6,0,none,1,1.9,5.2,1.1,4.5,6.6,1,1,0,0,apartment,0,4.6,6.5,2,0,1,5.9,2.0,0
11949,2.8,medium,23.2,hound,stray,21,0,none,1,0.0,4.0,0.9,6.4,5.1,0,0,0,0,house_rented,1,5.2,5.2,1,0,0,6.3,1.2,0
35635,0.6,large,42.7,hound,stray,30,0,none,1,0.0,3.0,3.1,7.6,6.4,0,1,1,0,apartment,0,7.2,3.9,2,0,1,6.5,3.7,1
33277,7.3,large,29.9,mixed,stray,29,0,minor,1,4.5,2.5,3.4,5.6,6.4,0,0,0,1,apartment,0,2.2,5.7,1,1,0,10.0,0.1,1
27304,1.5,large,27.1,herding,transfer,30,0,minor,1,0.1,4.4,5.0,5.9,5.5,0,1,0,0,house_rented,1,8.0,9.0,1,0,0,8.3,3.1,0
25664,1.5,small,8.4,terrier,stray,69,0,minor,1,2.3,4.2,1.7,5.5,10.0,0,0,1,0,house_owned,1,3.2,6.3,4,0,0,5.6,0.8,0
13103,1.7,small,5.5,mixed,stray,16,0,minor,1,0.0,1.9,5.6,8.9,3.4,0,1,0,0,apartment,1,7.3,8.5,1,0,0,8.3,0.4,0
1987,3.5,medium,26.7,mixed,owner_surrender,20,1,minor,1,5.1,3.8,3.8,4.0,4.7,0,0,1,0,apartment,0,2.7,1.6,3,0,1,8.6,2.4,0
21032,6.6,large,32.8,herding,stray,25,0,chronic,1,0.0,0.3,1.1,4.8,5.5,1,1,0,0,apartment,0,4.2,4.9,2,0,1,6.9,0.1,1
39194,6.0,medium,19.6,mixed,stray,4,0,none,1,3.5,5.6,4.4,4.7,2.2,1,0,0,1,apartment,0,4.5,3.9,4,0,0,6.0,0.8,0
17510,15.2,small,10.7,mixed,transfer,36,0,minor,1,4.2,5.2,5.7,5.1,1.4,1,0,0,0,apartment,0,9.3,6.9,2,0,1,7.0,1.8,0
10254,4.3,medium,18.6,sporting,stray,16,0,none,1,3.1,5.0,2.9,6.6,6.3,0,0,1,0,house_owned,1,4.9,6.5,1,0,0,7.7,0.1,0
31219,5.1,large,29.0,mixed,transfer,91,0,none,1,3.9,3.8,6.3,6.3,2.8,1,0,0,0,apartment,0,1.3,8.2,1,0,1,7.0,1.9,1
16586,2.3,large,33.1,mixed,stray,71,0,none,1,2.8,8.3,3.5,9.6,7.3,1,0,1,1,house_owned,1,7.4,3.0,2,1,1,5.8,6.6,0
182,3.8,medium,17.3,mixed,owner_surrender,25,0,minor,1,0.9,2.0,0.7,6.6,4.2,1,0,0,1,apartment,0,5.8,5.4,2,1,0,5.0,1.2,0
10911,2.8,medium,18.0,mixed,born_in_care,68,0,none,1,2.3,4.8,0.8,3.8,4.8,1,1,1,1,apartment,0,9.1,6.1,4,0,1,10.0,2.3,0
14049,2.4,medium,16.8,toy,stray,46,0,minor,1,3.1,3.4,4.0,7.4,4.8,1,0,0,0,apartment,0,4.6,6.0,2,0,1,7.7,1.4,0
19710,7.5,large,21.1,hound,stray,38,0,none,1,7.6,4.2,4.6,5.6,1.8,1,1,0,1,house_rented,1,7.8,7.3,1,0,1,7.5,1.7,0
17919,5.4,large,31.5,sporting,transfer,22,0,none,1,2.8,2.5,6.9,5.0,2.7,0,0,1,1,apartment,0,3.9,6.4,4,0,0,5.3,1.4,1
10200,4.8,xlarge,47.5,terrier,transfer,68,0,none,1,0.2,6.3,1.8,7.4,5.2,0,1,1,1,house_rented,1,4.1,5.7,3,1,0,5.7,1.7,0
24849,6.6,large,36.4,sporting,stray,13,0,minor,1,2.2,6.1,1.3,6.9,4.0,1,0,1,0,house_rented,1,7.3,2.6,2,0,0,1.1,4.3,0
25137,10.3,small,5.6,toy,born_in_care,22,0,none,1,1.4,0.0,3.6,4.8,4.9,0,0,0,0,apartment,1,4.8,4.7,1,0,0,6.3,0.1,0
8520,4.3,small,7.5,mixed,owner_surrender,35,0,none,1,0.0,5.0,8.2,2.9,4.1,1,1,0,0,apartment,0,3.3,5.5,2,0,0,8.5,2.6,0
7359,1.8,large,31.7,hound,transfer,106,0,none,1,0.0,5.1,5.4,5.5,8.9,0,1,0,0,house_owned,1,11.2,4.9,1,0,1,5.0,0.6,0
37274,3.9,medium,18.0,hound,owner_surrender,8,0,chronic,1,5.7,5.0,1.6,7.1,3.8,0,1,0,0,house_rented,1,9.9,0.0,2,0,0,4.7,7.1,0
24438,5.2,small,6.6,hound,owner_surrender,52,0,none,0,3.1,9.9,4.9,8.0,5.4,1,0,0,1,house_rented,1,6.9,9.8,2,0,0,8.8,1.8,0
25321,1.6,large,36.0,terrier,transfer,16,0,minor,1,2.0,3.3,1.7,9.1,3.9,1,0,0,1,house_owned,0,7.0,8.5,2,1,0,9.2,0.6,0
5758,1.3,large,33.1,terrier,owner_surrender,111,0,none,1,3.5,9.3,2.2,7.6,6.4,0,0,0,1,house_owned,0,7.5,5.9,2,0,0,2.4,1.7,0
6819,1.0,small,6.0,working,owner_surrender,133,0,none,1,6.0,3.7,4.4,7.5,5.9,1,0,0,0,house_rented,1,9.5,5.9,4,0,0,2.9,1.6,0
4677,3.8,medium,22.9,terrier,owner_surrender,27,0,none,0,0.0,4.2,1.3,6.1,5.3,1,0,0,0,house_owned,1,2.6,5.6,1,0,1,4.8,0.5,0
23808,6.4,medium,21.2,toy,stray,87,1,none,1,3.9,6.8,1.6,3.4,7.6,0,0,1,0,house_owned,0,9.2,10.0,2,0,0,9.6,6.6,0
29827,3.2,medium,22.7,mixed,owner_surrender,80,1,none,1,5.1,7.4,6.2,5.9,1.5,0,0,0,1,apartment,0,8.9,2.7,3,0,0,3.6,3.2,0
10326,2.2,small,7.8,herding,stray,39,0,none,1,2.7,0.4,0.6,7.3,0.5,0,0,1,0,house_rented,1,0.0,3.9,1,0,0,2.4,3.4,0
25203,1.7,large,37.7,working,transfer,13,0,minor,1,1.4,3.3,6.9,5.5,3.2,0,1,0,1,apartment,0,2.9,5.5,1,1,0,7.1,0.0,1
32788,9.7,large,26.0,working,stray,37,0,minor,1,1.9,0.3,4.2,3.8,5.3,1,1,0,1,house_owned,1,7.7,7.1,4,0,0,7.8,3.3,0
21006,3.1,large,25.3,terrier,owner_surrender,13,0,minor,0,4.0,3.5,3.7,9.2,5.1,1,1,1,1,house_owned,1,5.9,4.0,1,1,1,7.0,5.2,0
20578,8.1,small,10.4,mixed,owner_surrender,95,1,none,1,0.1,4.3,3.6,3.1,6.8,1,0,0,1,apartment,0,2.8,5.0,3,0,0,6.0,1.9,0
38177,5.8,medium,19.6,sporting,transfer,14,1,none,1,1.5,4.8,4.0,9.0,4.6,0,0,0,0,house_rented,1,1.2,8.6,3,0,1,5.1,0.4,0
28039,3.2,medium,12.4,terrier,stray,27,0,none,1,0.0,0.0,3.7,5.9,8.8,1,0,1,0,apartment,0,9.6,10.0,4,0,0,6.5,4.1,0
1147,7.3,small,6.0,toy,stray,83,0,none,1,3.1,5.9,5.1,5.1,6.4,0,1,0,1,house_owned,1,4.7,8.2,2,0,0,10.0,3.1,0
30993,3.6,medium,22.8,hound,transfer,83,0,minor,1,4.8,2.7,4.4,3.1,9.4,1,1,0,0,house_owned,1,2.0,0.2,2,0,1,5.5,2.9,0
23664,1.4,large,32.3,herding,owner_surrender,19,0,minor,1,0.0,5.5,3.8,6.2,5.6,1,1,0,0,house_owned,1,6.9,7.1,1,0,0,5.9,0.9,0
7503,1.5,large,27.0,mixed,owner_surrender,7,0,none,1,0.0,3.2,0.0,4.4,3.5,1,1,1,0,house_rented,1,4.7,5.1,2,0,0,10.0,0.7,0
35554,2.0,medium,27.9,mixed,owner_surrender,44,0,minor,1,0.9,4.5,4.0,2.7,0.0,0,1,1,0,house_owned,1,14.0,6.2,1,0,1,5.3,3.5,0
19817,2.0,medium,21.3,sporting,transfer,8,0,none,1,2.4,0.9,2.6,6.5,10.0,1,0,1,1,apartment,0,6.5,6.3,2,0,0,9.0,0.2,0
29747,4.9,medium,15.9,herding,owner_surrender,28,0,minor,1,0.0,1.3,0.0,6.7,6.6,1,1,0,1,house_owned,1,9.2,3.8,1,1,1,7.2,2.9,0
26006,13.0,large,22.5,mixed,stray,13,0,none,1,1.1,0.0,0.0,5.1,7.7,0,1,0,1,apartment,0,4.6,9.4,1,1,1,10.0,4.3,1
24782,3.1,medium,18.5,mixed,stray,18,0,none,1,0.8,4.9,8.5,4.9,4.7,1,0,1,0,house_rented,1,4.0,9.0,1,0,0,7.1,4.1,0
24012,6.4,large,25.3,sporting,owner_surrender,32,1,none,1,1.8,8.3,2.2,6.7,6.0,1,0,0,1,house_rented,1,9.2,8.2,2,1,1,8.1,1.5,0
30473,2.4,medium,16.2,herding,stray,15,0,none,1,1.7,5.4,0.0,5.8,0.0,0,1,0,1,apartment,0,6.3,3.2,1,0,1,6.7,2.6,0
41937,2.6,large,40.2,working,owner_surrender,8,0,chronic,1,1.4,5.3,1.3,2.3,3.7,1,0,0,1,house_rented,1,1.6,6.5,2,0,0,7.1,4.2,0
3576,3.6,large,27.5,hound,stray,21,0,none,1,6.3,5.5,5.0,6.9,3.7,0,0,0,1,house_rented,1,4.0,8.6,1,1,1,6.9,1.7,0
14536,3.9,medium,13.8,mixed,transfer,42,0,none,1,0.2,2.2,3.1,6.2,5.8,0,1,0,0,house_owned,1,3.7,4.3,3,0,1,7.6,1.9,0
18033,4.2,medium,19.0,toy,owner_surrender,14,0,minor,1,2.0,4.9,6.6,8.8,9.2,0,0,0,1,house_rented,1,5.7,6.6,2,1,0,4.5,2.2,0
35226,0.4,medium,15.2,mixed,owner_surrender,53,0,none,1,0.5,6.6,3.8,2.9,4.2,0,0,0,1,apartment,0,8.2,4.8,3,0,0,7.0,1.9,0
7414,1.5,small,6.5,terrier,owner_surrender,11,0,none,1,1.6,3.3,2.5,7.1,6.2,1,0,1,1,house_owned,1,2.9,2.2,1,0,0,7.5,4.9,0
16511,2.2,small,8.6,mixed,stray,13,0,minor,1,5.6,4.1,2.7,3.6,1.6,0,1,1,1,house_owned,0,4.8,2.1,2,0,0,9.1,1.5,0
14216,2.3,small,9.1,mixed,stray,50,0,none,1,1.6,3.5,1.5,4.4,5.9,0,1,0,1,apartment,0,9.4,7.6,1,1,0,3.6,3.2,0
22647,1.7,medium,30.4,mixed,stray,4,0,minor,1,0.5,0.0,4.2,2.8,3.8,0,1,0,1,apartment,0,7.7,0.6,1,0,0,9.1,2.2,0
1692,9.7,small,7.0,toy,transfer,18,0,none,1,3.0,4.7,3.6,5.4,3.9,0,1,0,0,house_owned,1,2.8,3.8,1,0,1,5.2,1.6,0
36573,0.3,large,41.4,herding,owner_surrender,9,0,minor,0,4.7,7.3,3.7,5.7,1.5,0,0,0,1,house_rented,1,4.9,7.6,2,0,0,2.6,1.9,0
12156,5.6,medium,22.1,mixed,transfer,41,0,none,1,1.7,2.6,0.3,6.7,3.7,0,0,0,0,apartment,0,5.8,6.2,1,0,1,5.2,0.5,0
23649,3.1,medium,15.7,hound,owner_surrender,114,0,none,1,1.8,7.1,2.0,8.9,2.7,0,0,1,0,apartment,0,11.2,4.2,1,0,0,5.3,4.7,0
5635,5.4,small,8.3,hound,owner_surrender,94,0,none,1,2.5,5.8,0.4,8.5,7.9,0,1,0,0,house_owned,0,6.7,3.3,3,0,1,5.3,5.2,0
6040,7.8,medium,18.0,sporting,transfer,6,0,none,1,1.4,5.6,1.7,5.5,5.9,1,0,0,1,apartment,0,1.9,9.5,2,1,1,4.5,4.0,0
13805,5.8,large,29.0,sporting,stray,4,0,minor,0,0.3,2.0,2.1,5.1,4.0,1,0,1,0,house_owned,1,9.4,4.3,3,0,1,1.4,0.8,0
25903,4.6,medium,20.1,terrier,transfer,39,0,none,1,4.8,8.6,7.4,7.8,6.3,1,1,1,1,apartment,0,6.6,6.8,3,0,0,3.7,1.0,0
38551,2.1,medium,18.8,mixed,transfer,46,0,none,1,7.1,6.8,0.0,8.1,3.7,1,0,0,0,apartment,0,5.1,5.8,2,0,0,10.0,2.3,0
5477,1.2,medium,16.1,sporting,stray,44,0,minor,1,6.7,0.6,6.3,8.3,5.3,1,0,0,1,house_owned,1,8.2,5.5,1,1,0,5.7,2.8,0
30889,4.8,medium,16.6,terrier,owner_surrender,22,0,none,1,0.0,8.1,1.8,8.4,5.7,1,0,1,0,house_rented,1,9.3,5.1,1,0,1,1.3,3.3,0
1244,1.8,large,25.0,mixed,stray,67,0,none,1,2.4,4.9,1.1,4.5,3.5,0,0,0,1,house_owned,1,7.6,5.9,1,0,0,4.4,1.4,0
2276,1.8,medium,14.0,mixed,owner_surrender,28,0,none,1,1.6,8.1,5.2,9.1,4.0,0,1,0,1,house_rented,0,7.8,6.5,1,0,0,8.6,2.6,0
35535,3.3,small,6.3,mixed,owner_surrender,19,0,minor,1,0.0,4.2,3.8,7.4,6.3,0,0,0,0,house_owned,1,2.1,4.0,1,0,0,6.2,3.4,0
26025,4.0,large,25.7,herding,owner_surrender,65,0,none,1,3.4,3.8,4.1,5.2,5.6,0,0,1,1,house_owned,1,2.7,5.7,1,0,0,1.9,0.5,0
31267,1.6,small,8.8,herding,stray,54,0,none,1,0.1,8.8,4.8,1.7,5.4,1,0,0,0,house_owned,0,11.1,7.7,1,0,1,8.1,6.0,0
17229,2.0,medium,18.1,mixed,transfer,2,0,none,1,3.8,6.4,2.6,4.3,1.0,0,0,0,0,apartment,0,4.2,8.8,1,0,1,5.8,4.5,0
15406,4.5,small,4.1,sporting,owner_surrender,6,0,none,1,1.4,4.7,5.5,7.1,0.5,1,0,1,0,apartment,1,8.1,4.2,1,0,1,4.3,2.9,0
30005,2.2,small,9.4,mixed,owner_surrender,34,0,minor,1,1.4,4.0,2.3,9.5,3.6,0,1,0,0,house_rented,1,3.4,5.0,1,0,0,9.2,4.5,0
12428,6.6,large,38.1,mixed,owner_surrender,9,0,none,0,4.0,7.4,7.4,2.4,3.4,0,0,1,1,house_owned,0,12.6,3.8,3,0,0,9.0,1.4,0
28522,1.3,medium,21.5,mixed,stray,67,0,minor,1,3.0,7.7,2.5,7.3,6.0,1,0,1,1,house_owned,0,6.0,2.2,1,0,0,5.6,5.1,0
6297,5.8,xlarge,45.9,sporting,stray,6,0,minor,1,3.2,4.5,1.6,9.0,2.0,0,0,0,1,house_owned,1,4.1,5.3,1,0,1,2.1,3.7,0
23306,1.2,large,22.6,sporting,stray,10,0,minor,1,6.5,7.2,4.2,6.5,5.0,0,0,1,1,house_rented,1,6.7,7.8,1,0,0,6.9,1.3,0
14985,1.7,medium,16.0,sporting,stray,35,0,minor,1,2.7,0.4,3.7,8.9,4.3,1,1,0,1,house_rented,1,3.3,2.2,1,0,0,5.9,6.7,0
1044,3.0,small,8.7,herding,born_in_care,33,0,none,1,4.9,3.9,7.4,2.0,1.9,1,0,0,0,house_rented,1,3.9,8.8,3,0,1,6.5,6.8,0
16555,7.1,large,31.4,herding,transfer,34,0,none,1,2.4,9.1,5.5,9.4,4.2,1,0,0,0,house_owned,1,7.0,3.8,1,0,0,5.9,5.6,0
25615,8.8,small,6.2,mixed,transfer,28,1,none,1,1.8,3.5,6.2,4.9,2.4,0,0,0,0,house_rented,1,6.1,2.2,4,0,0,6.4,2.7,0
26868,5.9,small,6.1,mixed,stray,1,1,none,1,3.9,0.4,1.1,6.4,5.2,1,0,1,0,house_owned,1,7.7,8.8,2,0,1,8.9,2.4,0
41780,3.1,xlarge,44.8,mixed,transfer,24,0,none,1,3.3,3.8,2.6,7.6,3.0,0,0,0,0,house_rented,1,4.2,8.3,1,0,1,4.0,0.7,0
26614,4.0,medium,23.6,mixed,owner_surrender,1,0,none,1,2.6,4.9,6.5,2.6,4.4,0,0,0,1,house_owned,1,3.5,4.1,1,0,0,4.9,1.5,0
20856,1.1,medium,19.1,hound,owner_surrender,65,0,none,1,0.0,2.2,4.6,4.8,7.2,0,1,1,0,house_owned,1,6.8,5.1,2,0,0,9.1,0.3,0
37498,0.6,medium,16.1,terrier,owner_surrender,117,1,minor,1,1.7,2.5,2.5,6.1,10.0,1,0,0,0,apartment,0,3.2,3.9,1,0,0,6.4,2.2,0
26585,2.8,large,35.5,herding,stray,24,1,minor,1,2.3,3.7,3.3,4.1,2.6,0,1,0,1,house_owned,1,7.0,2.7,1,0,0,4.7,1.4,0
18785,4.0,medium,12.7,mixed,owner_surrender,36,0,none,1,0.8,0.0,2.3,5.4,1.8,0,1,0,1,house_owned,0,6.8,7.0,1,1,0,10.0,1.6,0
39317,1.2,large,32.2,mixed,stray,34,0,none,1,4.8,5.4,1.5,4.8,3.9,0,0,0,1,apartment,0,5.6,6.9,2,1,0,6.0,2.1,1
21148,2.5,medium,20.7,herding,owner_surrender,39,0,minor,1,1.7,0.0,2.4,2.8,5.9,0,0,1,1,house_rented,0,11.2,4.5,2,0,1,3.4,1.7,0
22841,5.1,large,31.4,toy,owner_surrender,31,0,none,1,4.7,4.5,4.7,6.1,2.8,0,0,1,0,apartment,0,4.5,7.5,3,0,0,7.5,1.4,1
18831,4.5,large,26.4,mixed,stray,81,1,none,1,1.7,6.6,3.9,2.9,3.7,1,0,1,1,house_owned,1,2.6,7.4,2,0,0,9.9,4.5,0
12149,8.1,small,6.9,mixed,owner_surrender,3,0,none,1,4.2,3.2,1.5,4.9,2.6,0,0,1,0,apartment,0,5.2,6.9,1,0,0,4.6,2.0,0
33295,3.2,large,38.7,sporting,owner_surrender,49,0,none,1,3.0,3.8,3.7,6.2,6.4,1,1,0,1,house_owned,0,5.4,8.8,1,0,0,4.9,2.6,0
31346,2.0,large,40.7,mixed,transfer,42,0,none,0,2.6,6.5,4.0,6.7,4.8,0,0,0,1,apartment,1,3.9,4.5,1,1,0,9.2,2.2,1
4570,5.0,medium,11.0,mixed,stray,17,0,minor,1,0.9,0.4,4.2,2.2,4.7,0,0,0,0,house_owned,1,7.0,6.9,1,0,0,5.8,4.7,0
38415,2.5,small,11.1,toy,born_in_care,30,0,minor,1,2.1,6.1,4.3,6.1,7.8,1,1,1,1,house_owned,1,5.8,8.6,2,1,1,6.8,2.5,0
32603,0.4,small,7.3,mixed,owner_surrender,48,0,none,1,2.6,9.1,2.3,2.0,7.3,1,1,0,0,apartment,0,10.4,3.1,4,0,1,6.7,1.1,0
9545,1.3,large,34.5,sporting,stray,31,0,none,1,3.5,4.8,3.2,3.3,5.7,0,0,1,0,house_owned,1,10.3,10.0,1,0,1,6.1,6.7,0
35314,1.1,large,29.3,toy,stray,26,1,none,1,0.5,4.7,2.4,1.9,7.0,0,1,0,0,house_owned,0,10.3,6.5,1,0,0,9.6,4.6,0
7891,5.2,medium,14.8,working,transfer,12,0,none,1,0.2,0.3,0.0,5.9,3.7,1,1,0,1,apartment,0,7.3,3.2,4,0,1,7.4,2.7,0
3981,3.9,xlarge,36.0,sporting,stray,15,0,none,1,3.1,2.1,1.2,8.6,3.6,1,1,0,1,house_owned,1,10.5,4.9,1,1,0,5.5,3.7,0
13208,4.1,medium,21.0,sporting,stray,6,0,none,1,0.0,3.3,7.7,5.7,7.1,1,0,0,1,apartment,0,9.7,3.1,2,1,1,7.6,2.6,0
29047,0.9,small,5.9,herding,stray,11,0,none,1,1.8,2.8,5.5,6.2,4.4,1,1,1,1,house_owned,1,6.9,9.2,2,0,0,6.9,3.0,0
16866,1.7,medium,13.4,terrier,owner_surrender,19,0,chronic,1,3.2,5.4,5.7,7.5,4.9,0,0,1,0,apartment,0,8.6,1.7,1,0,0,1.5,5.8,0
18635,1.6,medium,24.5,toy,owner_surrender,83,0,none,1,3.4,3.9,5.4,7.4,3.6,0,0,1,0,house_rented,0,4.7,0.0,2,0,1,8.3,7.4,0
12968,5.4,medium,18.0,herding,stray,20,1,none,1,7.6,2.5,2.1,6.8,0.2,0,1,0,1,house_owned,0,2.7,3.7,1,0,0,6.7,3.1,0
7328,1.3,large,29.2,hound,born_in_care,64,0,none,1,5.0,8.1,7.2,6.4,8.7,0,1,0,0,house_rented,0,6.1,1.4,2,0,0,9.1,5.0,0
12361,1.1,medium,19.4,working,stray,86,0,none,1,4.8,4.6,7.0,9.1,7.4,0,0,1,1,house_owned,1,4.3,1.7,2,0,0,4.8,7.4,0
6263,2.7,small,9.0,mixed,transfer,51,0,none,0,1.6,4.7,0.5,5.3,1.4,1,0,1,0,apartment,0,9.3,3.7,1,0,0,7.7,1.6,0
39394,10.4,medium,18.2,mixed,owner_surrender,46,0,minor,1,0.0,7.7,1.9,4.8,5.0,0,0,0,0,house_owned,1,4.9,3.0,1,0,1,7.1,1.8,0
15987,1.7,large,28.2,mixed,owner_surrender,31,0,minor,1,4.6,4.7,2.5,7.0,5.5,0,1,1,1,house_owned,1,3.7,2.6,1,1,0,7.5,4.4,0
30871,5.4,xlarge,47.9,terrier,transfer,67,0,none,1,3.0,4.6,3.4,7.0,2.1,1,1,1,1,house_owned,1,7.9,6.5,1,1,0,6.9,0.5,0
27999,0.3,small,9.2,mixed,stray,96,0,minor,1,3.4,1.6,1.3,6.8,9.5,0,1,0,0,apartment,0,5.4,4.6,1,0,0,7.2,2.2,0
16882,3.9,large,36.1,herding,owner_surrender,18,0,none,1,1.7,5.4,3.6,7.4,2.6,0,1,0,1,house_owned,0,7.1,4.5,3,0,0,8.8,2.9,0
22617,0.5,medium,22.4,herding,stray,29,0,none,1,3.2,5.0,2.8,6.3,4.7,0,1,0,0,apartment,0,2.7,7.4,4,0,0,7.6,1.1,0
23749,1.1,large,22.1,hound,stray,44,0,none,1,0.7,3.6,2.9,7.4,4.5,1,0,0,0,house_owned,1,8.1,4.1,2,0,1,3.7,3.3,0
32955,5.5,medium,15.9,mixed,owner_surrender,20,0,none,1,4.8,2.0,5.6,6.5,8.6,1,1,1,1,house_owned,1,5.1,4.3,2,1,0,7.7,2.2,0
22347,0.7,small,9.5,mixed,stray,4,0,none,1,4.6,2.6,3.7,6.9,8.3,0,0,1,0,house_owned,1,4.8,4.7,1,0,1,6.4,2.2,0
30685,2.3,medium,9.8,terrier,transfer,49,0,none,1,2.2,4.5,2.6,7.3,6.3,0,0,0,0,house_owned,1,11.2,5.3,1,0,1,7.4,2.0,0
13578,3.9,xlarge,37.1,sporting,owner_surrender,32,0,none,1,0.6,8.2,6.6,3.2,5.2,0,0,1,0,house_owned,1,5.2,5.6,1,0,0,8.3,2.4,0
8539,6.6,large,31.1,herding,transfer,23,0,none,1,7.6,4.9,5.3,8.7,4.0,0,1,0,0,house_owned,1,7.3,6.1,1,0,1,5.7,2.6,0
4421,4.5,large,29.7,sporting,stray,8,0,none,0,0.0,6.4,6.1,5.8,6.0,0,1,0,0,house_owned,0,5.4,4.4,1,0,0,7.6,1.4,0
844,5.1,medium,19.7,mixed,stray,4,0,none,1,0.0,5.4,3.3,5.8,2.4,0,0,0,0,house_owned,1,7.0,5.9,2,0,0,3.2,0.1,0
